style_id,session_id,target_word,key,event,timestamp
fast_consistent,1,python,p,press,1487332.961
fast_consistent,1,python,p,release,1487412.645
fast_consistent,1,python,y,press,1487552.782
fast_consistent,1,python,y,release,1487626.236
fast_consistent,1,python,t,press,1487737.728
fast_consistent,1,python,t,release,1487818.544
fast_consistent,1,python,h,press,1487937.422
fast_consistent,1,python,h,release,1488003.803
fast_consistent,1,python,o,press,1488128.427
fast_consistent,1,python,o,release,1488202.082
fast_consistent,1,python,n,press,1488315.897
fast_consistent,1,python,n,release,1488378.814
fast_consistent,2,python,p,press,1355996.767
fast_consistent,2,python,p,release,1356061.428
fast_consistent,2,python,y,press,1356185.961
fast_consistent,2,python,y,release,1356256.829
fast_consistent,2,python,t,press,1356392.195
fast_consistent,2,python,t,release,1356457.825
fast_consistent,2,python,h,press,1356570.358
fast_consistent,2,python,h,release,1356645.684
fast_consistent,2,python,o,press,1356778.794
fast_consistent,2,python,o,release,1356852.474
fast_consistent,2,python,n,press,1356964.966
fast_consistent,2,python,n,release,1357046.765
fast_consistent,3,python,p,press,1974829.153
fast_consistent,3,python,p,release,1974910.528
fast_consistent,3,python,y,press,1975011.738
fast_consistent,3,python,y,release,1975089.642
fast_consistent,3,python,t,press,1975226.11
fast_consistent,3,python,t,release,1975292.05
fast_consistent,3,python,h,press,1975444.085
fast_consistent,3,python,h,release,1975523.336
fast_consistent,3,python,o,press,1975649.827
fast_consistent,3,python,o,release,1975727.056
fast_consistent,3,python,n,press,1975836.209
fast_consistent,3,python,n,release,1975914.282
fast_consistent,4,python,p,press,1645746.845
fast_consistent,4,python,p,release,1645828.401
fast_consistent,4,python,y,press,1645967.009
fast_consistent,4,python,y,release,1646046.545
fast_consistent,4,python,t,press,1646183.553
fast_consistent,4,python,t,release,1646274.494
fast_consistent,4,python,h,press,1646400.622
fast_consistent,4,python,h,release,1646478.746
fast_consistent,4,python,o,press,1646587.481
fast_consistent,4,python,o,release,1646661.434
fast_consistent,4,python,n,press,1646785.008
fast_consistent,4,python,n,release,1646859.764
fast_consistent,5,python,p,press,1437412.678
fast_consistent,5,python,p,release,1437484.382
fast_consistent,5,python,y,press,1437604.794
fast_consistent,5,python,y,release,1437671.354
fast_consistent,5,python,t,press,1437800.846
fast_consistent,5,python,t,release,1437873.425
fast_consistent,5,python,h,press,1437987.219
fast_consistent,5,python,h,release,1438053.117
fast_consistent,5,python,o,press,1438182.285
fast_consistent,5,python,o,release,1438263.026
fast_consistent,5,python,n,press,1438379.728
fast_consistent,5,python,n,release,1438448.178
fast_consistent,6,python,p,press,1580653.772
fast_consistent,6,python,p,release,1580732.64
fast_consistent,6,python,y,press,1580848.35
fast_consistent,6,python,y,release,1580930.847
fast_consistent,6,python,t,press,1581071.723
fast_consistent,6,python,t,release,1581153.378
fast_consistent,6,python,h,press,1581263.625
fast_consistent,6,python,h,release,1581344.775
fast_consistent,6,python,o,press,1581458.295
fast_consistent,6,python,o,release,1581526.926
fast_consistent,6,python,n,press,1581638.85
fast_consistent,6,python,n,release,1581712.765
fast_consistent,7,python,p,press,1558962.293
fast_consistent,7,python,p,release,1559031.34
fast_consistent,7,python,y,press,1559174.267
fast_consistent,7,python,y,release,1559264.031
fast_consistent,7,python,t,press,1559397.686
fast_consistent,7,python,t,release,1559485.989
fast_consistent,7,python,h,press,1559601.225
fast_consistent,7,python,h,release,1559674.996
fast_consistent,7,python,o,press,1559809.118
fast_consistent,7,python,o,release,1559885.027
fast_consistent,7,python,n,press,1559998.99
fast_consistent,7,python,n,release,1560086.347
fast_consistent,8,python,p,press,1275495.954
fast_consistent,8,python,p,release,1275584.541
fast_consistent,8,python,y,press,1275712.543
fast_consistent,8,python,y,release,1275780.386
fast_consistent,8,python,t,press,1275892.207
fast_consistent,8,python,t,release,1275982.238
fast_consistent,8,python,h,press,1276092.853
fast_consistent,8,python,h,release,1276161.025
fast_consistent,8,python,o,press,1276279.742
fast_consistent,8,python,o,release,1276358.349
fast_consistent,8,python,n,press,1276477.533
fast_consistent,8,python,n,release,1276557.757
fast_consistent,9,python,p,press,1959587.73
fast_consistent,9,python,p,release,1959660.634
fast_consistent,9,python,y,press,1959792.004
fast_consistent,9,python,y,release,1959869.29
fast_consistent,9,python,t,press,1959977.054
fast_consistent,9,python,t,release,1960039.125
fast_consistent,9,python,h,press,1960154.783
fast_consistent,9,python,h,release,1960228.965
fast_consistent,9,python,o,press,1960366.446
fast_consistent,9,python,o,release,1960438.739
fast_consistent,9,python,n,press,1960562.142
fast_consistent,9,python,n,release,1960640.385
fast_consistent,10,python,p,press,1267655.645
fast_consistent,10,python,p,release,1267721.211
fast_consistent,10,python,y,press,1267823.359
fast_consistent,10,python,y,release,1267892.264
fast_consistent,10,python,t,press,1268018.526
fast_consistent,10,python,t,release,1268101.446
fast_consistent,10,python,h,press,1268231.182
fast_consistent,10,python,h,release,1268313.256
fast_consistent,10,python,o,press,1268409.228
fast_consistent,10,python,o,release,1268472.258
fast_consistent,10,python,n,press,1268607.651
fast_consistent,10,python,n,release,1268689.466
fast_consistent,11,python,p,press,1737123.534
fast_consistent,11,python,p,release,1737203.2
fast_consistent,11,python,y,press,1737315.457
fast_consistent,11,python,y,release,1737392.907
fast_consistent,11,python,t,press,1737501.631
fast_consistent,11,python,t,release,1737571.603
fast_consistent,11,python,h,press,1737689.165
fast_consistent,11,python,h,release,1737765.722
fast_consistent,11,python,o,press,1737890.275
fast_consistent,11,python,o,release,1737968.198
fast_consistent,11,python,n,press,1738088.067
fast_consistent,11,python,n,release,1738158.69
fast_consistent,12,python,p,press,1094377.014
fast_consistent,12,python,p,release,1094459.48
fast_consistent,12,python,y,press,1094567.652
fast_consistent,12,python,y,release,1094641.103
fast_consistent,12,python,t,press,1094758.674
fast_consistent,12,python,t,release,1094832.44
fast_consistent,12,python,h,press,1094949.079
fast_consistent,12,python,h,release,1095031.276
fast_consistent,12,python,o,press,1095148.857
fast_consistent,12,python,o,release,1095212.733
fast_consistent,12,python,n,press,1095349.458
fast_consistent,12,python,n,release,1095430.8
fast_consistent,13,python,p,press,1674568.522
fast_consistent,13,python,p,release,1674640.472
fast_consistent,13,python,y,press,1674766.7
fast_consistent,13,python,y,release,1674843.014
fast_consistent,13,python,t,press,1674970.012
fast_consistent,13,python,t,release,1675047.37
fast_consistent,13,python,h,press,1675157.422
fast_consistent,13,python,h,release,1675238.473
fast_consistent,13,python,o,press,1675351.52
fast_consistent,13,python,o,release,1675417.774
fast_consistent,13,python,n,press,1675536.086
fast_consistent,13,python,n,release,1675616.538
fast_consistent,14,python,p,press,1799080.933
fast_consistent,14,python,p,release,1799155.411
fast_consistent,14,python,y,press,1799255.14
fast_consistent,14,python,y,release,1799337.783
fast_consistent,14,python,t,press,1799491.605
fast_consistent,14,python,t,release,1799559.99
fast_consistent,14,python,h,press,1799675.794
fast_consistent,14,python,h,release,1799758.714
fast_consistent,14,python,o,press,1799863.358
fast_consistent,14,python,o,release,1799944.38
fast_consistent,14,python,n,press,1800058.053
fast_consistent,14,python,n,release,1800133.129
fast_consistent,15,python,p,press,1225505.955
fast_consistent,15,python,p,release,1225569.104
fast_consistent,15,python,y,press,1225685.844
fast_consistent,15,python,y,release,1225752.275
fast_consistent,15,python,t,press,1225876.324
fast_consistent,15,python,t,release,1225955.805
fast_consistent,15,python,h,press,1226055.061
fast_consistent,15,python,h,release,1226135.268
fast_consistent,15,python,o,press,1226252.542
fast_consistent,15,python,o,release,1226318.312
fast_consistent,15,python,n,press,1226440.636
fast_consistent,15,python,n,release,1226516.736
fast_consistent,16,python,p,press,1072506.63
fast_consistent,16,python,p,release,1072590.111
fast_consistent,16,python,y,press,1072701.471
fast_consistent,16,python,y,release,1072784.564
fast_consistent,16,python,t,press,1072907.077
fast_consistent,16,python,t,release,1072980.557
fast_consistent,16,python,h,press,1073117.185
fast_consistent,16,python,h,release,1073197.82
fast_consistent,16,python,o,press,1073341.515
fast_consistent,16,python,o,release,1073420.567
fast_consistent,16,python,n,press,1073543.341
fast_consistent,16,python,n,release,1073621.55
fast_consistent,17,python,p,press,1113356.22
fast_consistent,17,python,p,release,1113417.382
fast_consistent,17,python,y,press,1113545.678
fast_consistent,17,python,y,release,1113616.039
fast_consistent,17,python,t,press,1113719.158
fast_consistent,17,python,t,release,1113809.282
fast_consistent,17,python,h,press,1113924.67
fast_consistent,17,python,h,release,1114001.565
fast_consistent,17,python,o,press,1114087.583
fast_consistent,17,python,o,release,1114158.745
fast_consistent,17,python,n,press,1114259.008
fast_consistent,17,python,n,release,1114316.704
fast_consistent,18,python,p,press,1625459.962
fast_consistent,18,python,p,release,1625533.942
fast_consistent,18,python,y,press,1625658.999
fast_consistent,18,python,y,release,1625721.759
fast_consistent,18,python,t,press,1625839.286
fast_consistent,18,python,t,release,1625913.284
fast_consistent,18,python,h,press,1626044.416
fast_consistent,18,python,h,release,1626110.11
fast_consistent,18,python,o,press,1626242.993
fast_consistent,18,python,o,release,1626304.568
fast_consistent,18,python,n,press,1626402.047
fast_consistent,18,python,n,release,1626484.266
fast_consistent,19,python,p,press,1384157.029
fast_consistent,19,python,p,release,1384232.126
fast_consistent,19,python,y,press,1384346.608
fast_consistent,19,python,y,release,1384430.519
fast_consistent,19,python,t,press,1384562.006
fast_consistent,19,python,t,release,1384642.324
fast_consistent,19,python,h,press,1384766.622
fast_consistent,19,python,h,release,1384854.725
fast_consistent,19,python,o,press,1384983.394
fast_consistent,19,python,o,release,1385065.647
fast_consistent,19,python,n,press,1385195.336
fast_consistent,19,python,n,release,1385277.417
fast_consistent,20,python,p,press,1157552.239
fast_consistent,20,python,p,release,1157641.199
fast_consistent,20,python,y,press,1157749.218
fast_consistent,20,python,y,release,1157824.046
fast_consistent,20,python,t,press,1157947.769
fast_consistent,20,python,t,release,1158021.18
fast_consistent,20,python,h,press,1158171.816
fast_consistent,20,python,h,release,1158244.95
fast_consistent,20,python,o,press,1158383.422
fast_consistent,20,python,o,release,1158461.8
fast_consistent,20,python,n,press,1158576.326
fast_consistent,20,python,n,release,1158655.943
fast_consistent,21,galaxy,g,press,1531782.133
fast_consistent,21,galaxy,g,release,1531844.037
fast_consistent,21,galaxy,a,press,1531970.05
fast_consistent,21,galaxy,a,release,1532052.697
fast_consistent,21,galaxy,l,press,1532190.48
fast_consistent,21,galaxy,l,release,1532278.635
fast_consistent,21,galaxy,a,press,1532415.493
fast_consistent,21,galaxy,a,release,1532492.964
fast_consistent,21,galaxy,x,press,1532606.946
fast_consistent,21,galaxy,x,release,1532696.741
fast_consistent,21,galaxy,y,press,1532811.019
fast_consistent,21,galaxy,y,release,1532876.009
fast_consistent,22,galaxy,g,press,1676903.21
fast_consistent,22,galaxy,g,release,1676978.416
fast_consistent,22,galaxy,a,press,1677069.229
fast_consistent,22,galaxy,a,release,1677139.266
